Size 379,2
0.000000000000000000e+00,0.000000000000000000e+00
1.436728673209582962e-08,0.000000000000000000e+00
-2.183446132640645937e-06,0.000000000000000000e+00
-2.752252217069834148e-06,-6.379187324466765999e-06
-7.751666549907530088e-07,-6.379297271195059838e-06
-9.290504381069358169e-07,-2.461333345059614379e-06
-1.281684542071128591e-08,-2.143103405953722064e-08
-1.357362338864805323e-08,-1.284695027722141614e-08
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
3.233836020420657122e-08,0.000000000000000000e+00
5.099717551566954506e-08,0.000000000000000000e+00
6.147211014629487012e-08,0.000000000000000000e+00
6.398582186150973347e-08,0.000000000000000000e+00
5.818155525706856188e-08,0.000000000000000000e+00
4.149398781778581942e-08,0.000000000000000000e+00
1.144638344341508914e-08,0.000000000000000000e+00
-3.689088034697172487e-08,0.000000000000000000e+00
-1.086815876320279313e-07,0.000000000000000000e+00
-2.081968229128261099e-07,0.000000000000000000e+00
-3.352832224173389134e-07,0.000000000000000000e+00
-4.898955430954646281e-07,0.000000000000000000e+00
-6.695475732176634269e-07,0.000000000000000000e+00
-8.698528473501771595e-07,0.000000000000000000e+00
-1.085945570174295006e-06,0.000000000000000000e+00
-1.311737593294458903e-06,0.000000000000000000e+00
-1.541999149685996526e-06,0.000000000000000000e+00
-1.769494854115497737e-06,0.000000000000000000e+00
-1.987231419820577938e-06,0.000000000000000000e+00
-2.189264498883206881e-06,-1.827122660655250533e-07
-2.207413069582928610e-06,-3.701460151576788486e-07
-2.237549202018880932e-06,-5.656126162584893163e-07
-2.278610830860462853e-06,-7.743328091326839505e-07
-2.327928226827132634e-06,-1.000839569306381643e-06
-2.381316841184828909e-06,-1.248951382305801612e-06
-2.439774441138036570e-06,-1.519581426096214039e-06
-2.497360241246606540e-06,-1.814833256994021233e-06
-2.551182460700858918e-06,-2.133682322546182976e-06
-2.600683419930804962e-06,-2.474992781981636209e-06
-2.642034611735826149e-06,-2.834922137908481693e-06
-2.675627705646940337e-06,-3.209376664977865423e-06
-2.701936640596316966e-06,-3.594430754144247820e-06
-2.721545111666738981e-06,-3.987246692480535440e-06
-2.734881177002311629e-06,-4.383843463785257214e-06
-2.743788121240209962e-06,-4.783656788694754201e-06
-2.749087029038228216e-06,-5.184012338962888751e-06
-2.751567112537101230e-06,-5.583819956241405853e-06
-2.752264662010830825e-06,-5.982288502633116782e-06
-2.356035043847097888e-06,-6.378592374192171321e-06
-1.961089473566762861e-06,-6.378018387563418852e-06
-1.566559842309994977e-06,-6.378023124839837603e-06
-1.171509169089811793e-06,-6.378701109200923113e-06
-7.751634078701438557e-07,-5.982281256823729450e-06
-7.757794157732576724e-07,-5.583853408732400157e-06
-7.781623462753225683e-07,-5.183983183711999300e-06
-7.834709570615732513e-07,-4.783544292184766020e-06
-7.927006775097695922e-07,-4.384033205782051056e-06
-8.066181261557182565e-07,-3.986864103248543834e-06
-8.250662075004538205e-07,-3.594102275472361393e-06
-8.504207608894559225e-07,-3.207662857648089954e-06
-8.841141939170921642e-07,-2.829444307109863419e-06
-1.375939265338362655e-08,-3.733573643794408458e-08
-1.539144287062138274e-08,-6.560271698700909638e-08
-2.002723935769597986e-08,-1.075547434393270120e-07
-3.308576665591909452e-08,-1.650348954695899421e-07
-5.948390553976334608e-08,-2.392624926700968437e-07
-9.828227352689528698e-08,-3.292807298494707530e-07
-1.703253299592353392e-07,-4.307357266095996713e-07
-2.637480339076660812e-07,-5.558834083549594266e-07
-3.817145508093380580e-07,-7.032554499385968588e-07
-5.130566970914860688e-07,-8.652620586422342585e-07
-6.507697828260790991e-07,-1.051876383112753878e-06
-7.702975171926068763e-07,-1.267216325234361891e-06
-8.700533003646069652e-07,-1.515628772913424361e-06
-9.309459727923403024e-07,-1.796184365505272503e-06
-9.545786647230057638e-07,-2.115621547845850954e-06
-1.279244596997494475e-08,-1.271468220670671884e-08
-1.307089172275834454e-08,-8.673629325590324220e-09
-1.316223845525444125e-08,-7.075868241519191131e-09
-1.303937448627310029e-08,-6.809308456315816647e-09
-1.297444075327946337e-08,-7.135248170878039048e-09
-1.293234885792551106e-08,-7.855742878438339679e-09
-1.300206512361648506e-08,-8.903744767708142315e-09
-1.319217130040943947e-08,-1.010863628918919071e-08
-1.341432772413452179e-08,-1.149414719512039125e-08
-1.240204314430069299e-08,-1.241747018631132284e-08
-1.112858333546268980e-08,-1.135428830016691963e-08
-9.173825320182233046e-09,-9.369225355920685115e-09
-6.122744880669173935e-09,-6.058352294525214313e-09
-1.199613268849054791e-06,-1.380507901638907397e-07
-2.104301072459534420e-06,-8.520053030966870364e-07
6.827747340242432433e-09,-2.022889598405538095e-08
5.929965814387911261e-08,-3.910089937778043806e-08
-8.214463210362872973e-07,-1.014367522723063436e-06
-2.505383420268769904e-08,-1.500776818490045056e-07
-1.095999777611108337e-06,-1.518078080363102718e-06
-3.776739919898742323e-08,-2.602169436406495167e-07
-5.576279947998846319e-07,-1.317483940656866865e-07
-9.556689967904152713e-09,-1.480327880149095150e-08
-2.255246900316596675e-06,-1.949966442434217035e-06
-6.874281226959363503e-08,-7.916417470435697315e-08
-2.332325437756410102e-06,-2.601608797174091361e-06
-2.779304322553597143e-07,-1.108705040358497047e-07
-1.888733859596878265e-08,-1.690918615068890416e-08
-1.086630075759011656e-06,-5.391664467444104818e-06
-1.086626082000229399e-06,-4.629897103305844645e-06
-1.486358146334990236e-08,-7.707353064387003506e-09
